product_id,name,price,quantity,category,description,production_date,expiration_date,rating,status
681,Кокосовая вода,1765,343,Напитки,"Помогает поддерживать нормальный уровень кортизола, гормона стресса.",2006-02-01,2007-02-05,3.76,Returned
682,Бадьян,1376,469,Бакалея,"Отличается высоким содержанием хлорогеновых кислот, веществ, способствующих снижению веса и контролю уровня сахара в крови.",1999-08-01,2023-08-17,1.01,Shipping
683,Новошахтинская,9413,162,Напитки,"Отличается высоким содержанием цинка, необходимого для здоровой иммунной системы.",2017-02-11,2019-01-01,4.62,Returned
684,Творог,1146,456,Молочные продукты,"Отличается высоким содержанием кверцетина, флавоноида, обладающего антиоксидантными и противовоспалительными свойствами.",2008-02-03,2025-01-09,1.59,Shipping
685,Ямс,1836,487,Овощи,Может использоваться в детском питании начиная с раннего возраста.,2017-02-02,2022-01-02,0.47,Shipping
686,Сельдерей сушеный,2969,468,Бакалея,Отличается легкостью в переваривании и усвоении организмом.,2011-07-02,2024-04-01,0.32,Pending
687,Чебуреки,6299,787,Мясо,"Является источником витаминов группы B, необходимых для энергетического обмена.",1994-08-06,2010-02-07,2.79,New
688,Капуста белокочанная,5592,611,Овощи,"Отличается низким содержанием жира, что делает его подходящим для тех, кто следит за фигурой.",2017-02-04,2023-02-01,0.1,Sold
689,Адыгейский сыр,7570,62,Молочные продукты,Помогает предотвратить развитие остеопороза благодаря высокому содержанию кальция.,1992-05-19,2026-02-04,0.06,Temporarily Unavailable
690,Каша из пшена,7503,982,Бакалея,"Отличается высоким содержанием холина, необходимого для здоровья мозга и памяти.",1999-01-03,2016-03-02,3.54,Pending
691,Краснодарская,1601,122,Напитки,"Отличается высоким содержанием оротовой кислоты, необходимой для синтеза ДНК и РНК.",1994-05-03,1995-01-25,0.53,Available for Pickup
692,Каша из дробленной булгурной крупы,5506,728,Бакалея,Рекомендуется для включения в рацион беременных женщин и кормящих матерей.,2001-05-07,2014-02-12,4.29,In Stock
693,Кольраби,343,262,Овощи,Отличается простотой в использовании и хранении.,2000-01-07,2003-01-10,3.39,Temporarily Unavailable
694,Бекон,5870,725,Мясо,Отвечает всем современным стандартам качества и безопасности.,2004-03-02,2027-08-02,4.71,In Stock
695,Укроп сушеный,6628,231,Бакалея,Прошел все необходимые сертификации и соответствует международным стандартам.,1990-04-06,2019-04-07,0.88,Backorder
696,Дыня,4453,377,Фрукты,Отличается гипоаллергенностью и безопасностью для большинства людей.,2002-01-03,2023-02-03,4.92,Pending
697,"Специи (перец, куркума, зира)",2765,623,Бакалея,"Отличается высоким содержанием астаксантина, мощного антиоксиданта, полезного для кожи и суставов.",1992-02-15,2021-11-12,2.23,Backorder
698,Пакеты для косметики,5625,490,Товары для дома,Помогает поддерживать нормальный уровень гомоцистеина в крови.,1999-07-01,2010-01-22,4.15,Backorder
699,Горчица зерновая,5645,86,Бакалея,Отличается простотой в использовании и хранении.,1990-01-08,2006-04-07,4.46,Pending
700,Тоник,1651,359,Напитки,"Отличается низким содержанием жира, что делает его подходящим для тех, кто следит за фигурой.",1990-01-15,1997-01-22,0.37,Shipping
701,Фенхель,2151,941,Овощи,"Помогает поддерживать нормальный уровень даидзеина, изофлавона, полезного для здоровья женщин во время менопаузы.",2017-01-15,2018-01-04,2.92,Shipping
702,Клюква,6688,96,Фрукты,Может использоваться в косметических процедурах для увлажнения кожи.,2016-05-01,2021-01-18,4.5,In Stock
703,Бритвенный станок,5324,242,Товары для дома,"Помогает поддерживать нормальный уровень норадреналина, гормона, влияющего на настроение и поведение.",2016-01-06,2030-01-01,0.72,Awaiting Payment
704,Просо,2942,156,Бакалея,Помогает нормализовать артериальное давление и уровень холестерина.,1992-02-21,2027-03-01,3.81,In Stock
705,Цукини,8255,373,Овощи,"Помогает поддерживать нормальный уровень генистеина, изофлавона, полезного для здоровья костей и профилактики рака.",2012-05-02,2019-04-20,3.81,Sold
706,Газированная вода,8027,161,Напитки,Способствует снижению уровня стресса и улучшению настроения.,2020-01-13,2022-02-06,0.91,In Stock
707,Сельдерей,7432,58,Овощи,"Помогает поддерживать нормальный уровень метионина, аминокислоты, необходимой для детоксикации организма.",2005-05-13,2009-03-01,2.49,In Stock
708,Виноград,1996,710,Фрукты,Способствует нормализации обмена веществ в организме.,2012-03-04,2019-01-07,3.15,Awaiting Review
709,Авокадо,1809,876,Фрукты,Отличается низким содержанием насыщенных жиров и холестерина.,2013-03-04,2016-03-04,0.83,Delivered
710,Грейпфрут,2607,270,Фрукты,Способствует поддержанию нормальной микрофлоры кишечника.,2005-01-08,2015-05-02,3.88,Available for Pickup
711,Редис,5359,258,Овощи,Прошел тщательный отбор сырья и контроль на каждом этапе производства.,2009-01-17,2020-01-08,2.08,Awaiting Review
712,Каша из дробленного риса,7763,142,Бакалея,"Отличается высоким содержанием альфа-липоевой кислоты, мощного антиоксиданта.",1995-09-01,2007-05-03,3.49,Delivered
713,Мандарин,8972,640,Фрукты,"Отличается высоким содержанием DMAE, вещества, улучшающего умственную деятельность и настроение.",2004-03-17,2012-01-10,3.79,Available for Pickup
714,Малина,5658,172,Фрукты,"Отличается высоким содержанием DMAE, вещества, улучшающего умственную деятельность и настроение.",2003-07-01,2016-01-19,2.52,Temporarily Unavailable
715,Московская,3238,476,Напитки,"Отличается высоким содержанием бета-каротина, необходимого для здоровья глаз и кожи.",2021-01-01,2023-10-21,1.83,Shipping
716,Пакеты для спортзала,304,91,Товары для дома,"Отличается высоким содержанием пребиотиков, способствующих здоровью кишечника.",2000-04-02,2004-06-12,1.31,Backorder
717,Яблоко,8581,666,Фрукты,"Отличается высоким содержанием ресвератрола, вещества, обладающего антивозрастными свойствами.",2006-07-11,2018-10-01,1.19,In Stock
718,Простыни,5178,711,Товары для дома,"Отличается высоким содержанием капсаицина, вещества, ускоряющего метаболизм и уменьшающего боль.",2014-02-05,2024-01-03,3.88,On Backorder
719,Патиссон,357,712,Овощи,"Является источником антиоксидантов, замедляющих процессы старения.",2012-09-01,2027-01-11,1.82,Awaiting Review
720,Mountain Dew,5522,726,Напитки,Помогает поддерживать нормальный уровень кислотности желудка.,2015-02-06,2028-04-06,4.77,Shipping
721,Фарш свиной,1395,862,Мясо,"Отличается высоким содержанием витамина C, необходимого для здоровья кожи и иммунной системы.",1994-01-25,2002-01-01,1.17,Cancelled
722,Курт,2153,338,Молочные продукты,"Помогает поддерживать нормальный уровень апигенина, флавоноида, полезного для здоровья мозга и иммунной системы.",1999-05-04,2020-10-03,3.14,Sold
723,Кровяная колбаса,715,267,Мясо,Помогает регулировать уровень сахара в крови и предотвращать резкие скачки инсулина.,2018-05-11,2030-05-01,1.84,Pending
724,Мандарин,7461,428,Фрукты,"Помогает поддерживать нормальный уровень метионина, аминокислоты, необходимой для детоксикации организма.",1993-06-01,2029-06-02,3.98,Awaiting Review
725,Шалфей сушеный,9877,736,Бакалея,Является важным элементом спортивного питания для восстановления после тренировок.,2011-06-13,2017-02-27,0.31,Awaiting Payment
726,Пакеты для музея,3764,672,Товары для дома,Помогает поддерживать здоровый цвет лица и упругость кожи.,2011-02-01,2020-02-06,1.11,Temporarily Unavailable
727,Ленинградская,5920,331,Напитки,Идеален для перекусов между основными приемами пищи.,2000-02-25,2028-03-06,2.45,Refunded
728,Байкал,6593,43,Напитки,Является важным компонентом рациона для поддержания гормонального баланса.,1998-06-18,2018-07-04,0.49,Shipping
729,Орегано сушеный,2610,649,Бакалея,"Отличается широким ассортиментом вкусов и форматов, удовлетворяя потребности разных категорий потребителей.",2012-02-01,2018-01-01,4.54,New
730,Варено-копченая колбаса,4310,525,Мясо,Помогает поддерживать нормальный уровень холестерина в крови.,2015-02-26,2020-08-16,2.16,Temporarily Unavailable
731,Освежитель воздуха,362,286,Товары для дома,"Отличается разнообразием вкусов и текстур, что позволяет каждому найти свой любимый продукт.",1995-01-01,2019-01-18,0.87,Pending
732,Редис,2601,129,Овощи,Отличается способностью повышать общий тонус и работоспособность.,2022-01-03,2025-02-07,0.38,Awaiting Payment
733,Сметана,8763,875,Молочные продукты,"Отличается высоким содержанием витамина C, необходимого для здоровья кожи и иммунной системы.",2013-03-01,2021-03-01,0.71,On Backorder
734,Репа,7390,474,Овощи,"Отличается высоким содержанием кверцетина, флавоноида, обладающего антиоксидантными и противовоспалительными свойствами.",2016-01-08,2016-02-10,4.89,Delivered
735,Слива,345,698,Фрукты,"Отличается высоким содержанием пробиотиков, улучшающих микрофлору кишечника.",1994-01-09,2004-10-01,3.16,Available for Pickup
736,Каша из дробленной кукурузной крупы,6775,554,Бакалея,Придает блюдам особую нежность и насыщенность.,2015-02-03,2026-01-13,3.61,Awaiting Review
737,Телятина,8116,850,Мясо,Помогает поддерживать нормальный уровень холестерина в крови.,2012-02-04,2029-01-12,4.27,In Stock
738,Каша из дробленной полентовой крупы,1487,402,Бакалея,"Помогает поддерживать нормальный уровень ацетилхолина, нейромедиатора, ответственного за память и обучение.",1995-12-04,2003-01-03,0.94,Awaiting Payment
739,Черешня,6551,92,Фрукты,"Отличается низким содержанием жира, что делает его подходящим для тех, кто следит за фигурой.",2012-04-16,2025-02-16,1.36,Sold
740,Малина,7513,724,Фрукты,Помогает укреплять стенки сосудов и улучшать кровообращение.,1999-01-06,2029-07-02,2.9,In Stock
741,Говядина,4297,161,Мясо,"Помогает поддерживать нормальный уровень кумаринов, веществ, обладающих антикоагулянтными свойствами.",2017-07-09,2020-04-06,3.67,Sold
742,Молоко,7529,651,Молочные продукты,Отличается низкой вероятностью возникновения побочных эффектов при употреблении.,2017-01-17,2025-06-03,3.55,Sold
743,Конина,4331,9,Мясо,Рекомендуется для включения в рацион беременных женщин и кормящих матерей.,2004-07-03,2027-04-02,4.54,Awaiting Review
744,Пакеты для конференции,9816,409,Товары для дома,"Отличается высоким содержанием ресвератрола, вещества, обладающего антивозрастными свойствами.",2014-01-17,2025-01-15,3.6,Shipping
745,Пакеты для школы,1995,666,Товары для дома,Помогает укреплять стенки сосудов и улучшать кровообращение.,2004-03-01,2029-01-04,3.54,Out of Stock
746,Зира молотая,5112,628,Бакалея,"Подходит для веганов и вегетарианцев, если произведен без использования животных компонентов.",2008-08-03,2015-06-04,2.12,Returned
747,Айва,4873,570,Фрукты,"Подходит для использования в диетах, направленных на снижение веса.",2014-02-03,2029-04-02,4.25,Pending
748,Тыквенные семечки,5641,578,Бакалея,Помогает поддерживать нормальный уровень эстрогенов у женщин.,2021-09-07,2027-02-19,3.49,Backorder
749,Бамия,5680,712,Овощи,"Помогает поддерживать нормальный уровень метионина, аминокислоты, необходимой для детоксикации организма.",2017-02-02,2018-02-04,0.34,Backorder
750,Черешня,7355,913,Фрукты,"Отличается высоким содержанием коэнзима Q10, необходимого для выработки энергии в клетках.",2011-03-20,2030-09-07,4.24,Cancelled
751,Огурец,4374,129,Овощи,"Отличается разнообразием вкусов и текстур, что позволяет каждому найти свой любимый продукт.",2001-05-01,2005-06-01,2.07,Delivered
752,Яблоко,9507,103,Фрукты,Отличается способностью повышать общий тонус и работоспособность.,1991-05-12,1995-08-03,2.7,Available for Pickup
753,Косуля,7560,754,Мясо,Отличается удобством использования и экономичностью в расходе.,2008-03-02,2028-08-07,1.48,Backorder
754,Слива,9530,360,Фрукты,"Отличается высоким содержанием холина, необходимого для здоровья мозга и памяти.",1990-02-09,1992-05-02,0.14,Temporarily Unavailable
755,Mountain Dew,2573,948,Напитки,"Отличается высоким содержанием рибофлавина, необходимого для здоровья кожи и зрения.",2015-01-13,2016-02-26,3.55,Available for Pickup
756,Солонина,6674,277,Мясо,Прошел все необходимые сертификации и соответствует международным стандартам.,2005-03-08,2019-01-04,2.71,Returned
757,Бурятская,6915,729,Напитки,Представляет собой ценный источник питательных веществ для растущего организма.,1998-01-05,2016-04-16,2.1,Out of Stock
758,Пакеты для спортзала,2161,668,Товары для дома,"Является источником важных нутриентов, необходимых для роста и развития детей.",2014-04-08,2024-03-16,1.89,Refunded
759,Редис,3362,613,Овощи,"Отличается высоким содержанием марганца, необходимого для здоровья костей и соединительных тканей.",1990-04-16,2024-01-02,3.15,Refunded
760,Формы для выпечки,4609,548,Товары для дома,Прошел проверку на соответствие экологическим нормам и стандартам.,1998-05-13,2017-02-25,0.76,Returned
761,Зубная щетка,8869,162,Товары для дома,"Отличается высоким содержанием олигосахаридов, полезных для здоровья кишечника и иммунной системы.",2019-03-09,2028-02-05,0.09,Refunded
762,Источник Троицкий,8924,488,Напитки,"Отличается широким ассортиментом вкусов и форматов, удовлетворяя потребности разных категорий потребителей.",2009-02-01,2019-05-25,2.0,Backorder
763,Сальтисон,7251,11,Мясо,"Помогает поддерживать нормальный уровень кемпферола, флавоноида, полезного для здоровья сердца и сосудов.",1992-02-05,2002-06-03,1.32,Delivered
764,Шницель,7156,380,Мясо,Помогает поддерживать нормальный уровень мочевой кислоты в организме.,1995-01-05,2012-02-15,1.63,Backorder
765,Тартар,2334,121,Мясо,Отличается низкой калорийностью и высоким содержанием белка.,2003-09-17,2012-01-09,4.84,Temporarily Unavailable
766,Зеленый перец молотый,5757,287,Бакалея,"Отличается высоким содержанием меди, необходимой для синтеза коллагена и эластина.",1997-01-02,2030-04-10,1.18,Backorder
767,Новошахтинская,2735,55,Напитки,"Помогает поддерживать нормальный уровень мелатонина, гормона сна.",1995-03-04,2008-02-14,1.77,Refunded
768,Грудинка копченая,7062,245,Мясо,"Отличается низким содержанием лактозы, что делает его доступным для людей с ее непереносимостью.",2002-04-06,2005-07-04,1.99,Cancelled
769,Козлятина,2055,192,Мясо,"Отличается высоким содержанием коэнзима Q10, необходимого для выработки энергии в клетках.",1992-07-11,2006-08-03,3.76,Available for Pickup
770,Ямс,7490,942,Овощи,Отличается низкой вероятностью возникновения побочных эффектов при употреблении.,2003-01-03,2011-10-02,0.2,Awaiting Payment
771,Моцарелла,3826,307,Молочные продукты,Помогает поддерживать нормальный уровень энергии и выносливости.,1994-03-12,1999-01-06,3.77,Refunded
772,Буррито с мясом,1632,1000,Мясо,"Отличается высоким содержанием генистеина, изофлавона, полезного для здоровья костей и профилактики рака.",1998-02-03,2014-02-16,4.09,Returned
773,Спрайт,4875,733,Напитки,Помогает поддерживать нормальный уровень холестерина в крови.,2016-04-10,2030-05-17,1.55,Awaiting Review
774,Каша из булгура,4268,286,Бакалея,Отличается натуральным составом и отсутствием искусственных добавок.,1999-07-01,2024-06-03,2.58,On Backorder
775,Камамбер,2318,215,Молочные продукты,"Помогает поддерживать нормальный уровень нарингина, флавоноида, полезного для снижения уровня холестерина и улучшения пищеварения.",2015-01-28,2017-02-08,1.77,In Stock
776,Вилки,317,352,Товары для дома,Прошел независимые лабораторные исследования и получил положительные отзывы экспертов.,2022-02-13,2023-07-08,1.8,Pending
777,Разрыхлитель теста,7340,552,Бакалея,"Отличается высоким содержанием фосфора, необходимого для здоровья зубов и костей.",1998-05-03,2016-08-07,0.85,In Stock
778,Помело,2592,164,Фрукты,"Помогает поддерживать нормальный уровень кумаринов, веществ, обладающих антикоагулянтными свойствами.",1999-04-19,2010-02-04,1.45,Available for Pickup
779,Пастернак,7588,252,Овощи,Помогает поддерживать нормальный уровень сахара в крови.,2019-03-04,2030-05-04,2.24,Awaiting Payment
780,Гауда,1225,666,Молочные продукты,"Отличается широким ассортиментом вкусов и форматов, удовлетворяя потребности разных категорий потребителей.",2003-05-17,2029-02-06,2.17,Temporarily Unavailable
781,Пажитник сушеный,2278,485,Бакалея,Отличается низким содержанием насыщенных жиров и холестерина.,1999-05-01,2029-04-08,2.09,Temporarily Unavailable
782,Fantastic,7919,974,Напитки,Помогает предотвратить развитие остеопороза благодаря высокому содержанию кальция.,2009-01-01,2023-01-11,3.8,Temporarily Unavailable
783,Черешня,2129,784,Фрукты,Отличается хорошим сочетанием с различными специями и приправами.,2000-01-14,2025-03-04,0.08,Awaiting Review
784,Слива,7523,517,Фрукты,"Имеет низкий гликемический индекс, что делает его безопасным для диабетиков.",2003-10-06,2025-05-06,4.23,Awaiting Payment
785,Темный шоколад,1945,747,Бакалея,"Отличается высоким содержанием марганца, необходимого для здоровья костей и соединительных тканей.",2015-02-11,2028-02-14,2.68,On Backorder
786,Задняя часть,4831,640,Мясо,"Отличается низким содержанием натрия, что делает его безопасным для гипертоников.",2022-03-02,2029-04-03,0.33,Awaiting Payment
787,Симферопольская,2591,728,Напитки,"Помогает поддерживать нормальный уровень даидзеина, изофлавона, полезного для здоровья женщин во время менопаузы.",1992-04-15,2028-01-03,2.1,Awaiting Payment
788,Баклажан,233,184,Овощи,"Помогает поддерживать нормальный уровень тиреоидных гормонов, регулирующих обмен веществ.",2006-02-10,2028-07-02,1.89,Sold
789,Клюква,7509,150,Фрукты,Отличается высокой степенью очистки и отсутствия посторонних примесей.,1991-11-13,2028-02-01,2.43,Sold
790,Помело,2392,924,Фрукты,Отличается высокой питательностью и способен быстро утолить голод.,2006-03-07,2020-02-01,4.26,Sold
791,Буковинская,8812,213,Напитки,Помогает снизить риск развития сердечно-сосудистых заболеваний.,2010-01-02,2020-02-09,0.14,Returned
792,Чиа семена,8761,310,Бакалея,"Отличается низким содержанием натрия, что делает его безопасным для гипертоников.",2022-08-01,2024-01-04,3.65,Backorder
793,Варенье,4641,169,Бакалея,Отличается высоким уровнем биологической доступности питательных веществ.,2016-02-12,2020-10-09,4.19,Awaiting Review
794,Фарш куриный,2463,867,Мясо,"Помогает поддерживать нормальный уровень фитоэстрогенов, веществ, полезных для женского здоровья.",2002-02-04,2013-05-03,1.25,Returned
795,Конфи,8497,729,Мясо,Прошел сертификацию на соответствие требованиям органических стандартов.,2005-07-13,2023-06-06,3.86,In Stock
796,Ребрышки,3678,273,Мясо,Подходит для использования в качестве основы для смузи и коктейлей.,2003-02-06,2013-09-07,2.34,New
797,Пакеты для документов,752,643,Товары для дома,"Помогает поддерживать нормальный уровень гамма-аминомасляной кислоты (GABA), успокаивающего нейромедиатора.",1990-01-14,1990-02-03,3.43,New
798,Голландский сыр,3565,733,Молочные продукты,Помогает поддерживать нормальное функционирование печени и желчного пузыря.,2018-07-14,2026-05-03,1.5,Sold
799,Сметана,9700,559,Молочные продукты,Помогает поддерживать нормальный уровень энергии и выносливости.,2008-04-11,2011-01-07,0.41,Temporarily Unavailable
800,Мыло жидкое,3536,90,Товары для дома,"Помогает поддерживать нормальный уровень индолов, веществ, способных защищать от рака.",2016-06-01,2027-03-08,2.83,Cancelled
801,Шпинат,2134,83,Овощи,"Помогает поддерживать нормальный уровень эритропоэтина, гормона, стимулирующего производство эритроцитов.",2005-01-16,2015-02-03,1.66,Backorder
802,Чиа семена,8200,624,Бакалея,"Отличается высоким содержанием генистеина, изофлавона, полезного для здоровья костей и профилактики рака.",2015-01-01,2028-02-13,0.44,Sold
803,Красный перец чили молотый,3693,302,Бакалея,Помогает поддерживать нормальный уровень глюкозы в крови.,1997-06-02,2008-01-06,4.75,In Stock
804,Банан,8425,78,Фрукты,"Помогает поддерживать нормальный уровень мирицетина, флавоноида, обладающего антиоксидантными и противовоспалительными свойствами.",2010-03-11,2028-01-02,3.59,Sold
805,Магаданская,8942,612,Напитки,Отличается натуральным составом и отсутствием искусственных добавок.,2019-06-22,2028-02-08,0.54,On Backorder
806,Зельц,3226,928,Мясо,Прошел независимые лабораторные исследования и получил положительные отзывы экспертов.,2009-03-05,2024-06-03,3.12,Awaiting Payment
807,Мацони,2641,275,Молочные продукты,"Отличается высоким содержанием пробиотиков, улучшающих микрофлору кишечника.",2022-01-07,2026-01-02,1.28,New
808,Наборы столовых приборов,6622,792,Товары для дома,"Помогает поддерживать нормальный уровень кемпферола, флавоноида, полезного для здоровья сердца и сосудов.",2022-01-07,2030-02-01,0.56,Delivered
809,Йогурт,3916,955,Молочные продукты,"Обладает приятным вкусом и мягкой текстурой, что делает его популярным выбором среди потребителей.",2019-01-18,2024-01-24,4.84,Temporarily Unavailable
810,Морс брусничный,9525,133,Напитки,"Помогает поддерживать нормальный уровень метионина, аминокислоты, необходимой для детоксикации организма.",2010-04-02,2016-04-08,1.66,New
811,Матча латте,9574,648,Напитки,"Отличается высоким содержанием тиамина, необходимого для нормального функционирования нервной системы.",2018-04-05,2021-07-03,1.27,Awaiting Payment
812,Домашние колбасы,9665,3,Мясо,Помогает сохранять бодрость и активность в течение дня.,2001-10-01,2005-03-03,2.38,Backorder
813,Пакеты для Дня влюбленных,4224,446,Товары для дома,"Помогает поддерживать нормальный уровень даидзеина, изофлавона, полезного для здоровья женщин во время менопаузы.",2007-01-02,2009-06-13,2.97,Delivered
814,Горошек консервированный,1399,255,Бакалея,"Помогает поддерживать нормальный уровень дофамина, гормона, отвечающего за мотивацию и удовольствие.",1997-03-02,2018-01-15,2.83,Awaiting Review
815,Адыгейский сыр,1159,757,Молочные продукты,Высокое содержание белка обеспечивает длительное чувство сытости и способствует поддержанию мышечной массы.,2014-05-23,2027-09-22,1.73,Temporarily Unavailable
816,Сок морковный,5439,350,Напитки,Подходит для использования в качестве основы для смузи и коктейлей.,2001-02-02,2011-04-14,0.17,Temporarily Unavailable
817,Пакеты для бассейна,3349,77,Товары для дома,"Отличается высоким содержанием генистеина, изофлавона, полезного для здоровья костей и профилактики рака.",2012-07-01,2014-03-06,2.07,Pending
818,Портулак,7096,733,Овощи,Прошел клинические испытания и рекомендован специалистами в области здравоохранения.,2008-08-01,2019-04-03,1.56,Available for Pickup
819,Авокадо,6174,178,Фрукты,Помогает поддерживать нормальный уровень тестостерона у мужчин.,2017-02-07,2022-11-03,4.0,New
820,Портулак,3589,330,Овощи,Отличается легкостью в переваривании и усвоении организмом.,2014-01-09,2016-03-05,4.4,Returned
821,Орегано сушеный,7328,522,Бакалея,Подходит для использования в диетических программах для похудения.,2020-12-12,2021-03-02,2.2,Awaiting Payment
822,Чоризо,650,398,Мясо,Способствует нормализации обмена веществ в организме.,1999-05-12,2015-08-01,0.96,Returned
823,Новошахтинская,3286,724,Напитки,Широко используется в традиционной и современной кухне.,2012-02-04,2016-05-11,3.29,Delivered
824,Сидр яблочный,6702,209,Напитки,Помогает поддерживать нормальное функционирование печени и желчного пузыря.,2017-02-26,2029-02-10,0.96,Temporarily Unavailable
825,Курт,8364,219,Молочные продукты,Помогает поддерживать нормальный уровень гомоцистеина в крови.,2010-01-07,2015-01-04,2.11,Shipping
826,Батат,1468,870,Овощи,"Помогает поддерживать нормальный уровень ацетилхолина, нейромедиатора, ответственного за память и обучение.",2015-04-01,2023-01-02,3.25,Refunded
827,Гель для душа,8510,94,Товары для дома,Помогает улучшить работу мозга и повысить концентрацию внимания.,1994-03-23,2024-01-12,4.45,Out of Stock
828,Корейка,6131,845,Мясо,Отличается легкостью в переваривании и усвоении организмом.,2021-08-01,2027-05-04,2.01,Available for Pickup
829,Авокадо,9300,458,Фрукты,"Отличается высоким содержанием L-карнозина, аминокислоты, полезной для мышц и мозга.",2002-05-01,2014-10-18,0.49,On Backorder
830,Томаты в собственном соку,2260,431,Бакалея,Идеально подходит для употребления в чистом виде или в составе различных блюд и напитков.,1999-05-05,2001-02-22,4.62,New
831,Тархун,7655,842,Напитки,Отличается стабильностью вкуса и качества в течение всего срока хранения.,2016-01-13,2020-03-04,2.51,Delivered
832,Зеленый перец молотый,4689,190,Бакалея,"Является источником важных микроэлементов, таких как магний и калий.",2009-04-08,2015-05-05,4.67,Refunded
833,Чай зеленый,6788,313,Напитки,"Производится из высококачественного сырья, что гарантирует его безопасность и пользу для здоровья.",2021-03-02,2027-02-11,0.25,On Backorder
834,Плечо,3394,50,Мясо,Подходит для людей с непереносимостью лактозы благодаря специальной обработке.,2021-06-19,2022-07-04,1.99,On Backorder
835,Рамбутан,8337,676,Фрукты,"Помогает поддерживать нормальный уровень глутатиона, главного антиоксиданта организма.",1999-01-07,2023-03-06,2.8,Awaiting Review
836,Куриные крылышки,981,341,Мясо,Является важным элементом спортивного питания для восстановления после тренировок.,2014-01-02,2021-04-02,4.72,Cancelled
837,Пакеты для уборки,1935,591,Товары для дома,Отличается универсальностью применения в кулинарии и пищевой промышленности.,2002-01-07,2005-04-05,3.15,Backorder
838,Молоко,989,624,Молочные продукты,Помогает поддерживать нормальный уровень гомоцистеина в крови.,2015-04-01,2025-09-01,0.9,Shipping
839,Сырокопченая колбаса,3384,308,Мясо,Помогает поддерживать здоровье нервной системы благодаря содержанию магния.,2014-04-01,2015-09-04,3.25,Available for Pickup
840,Орегано сушеный,2043,600,Бакалея,"Помогает поддерживать нормальный уровень фитоэстрогенов, веществ, полезных для женского здоровья.",2008-07-08,2012-06-08,3.48,Temporarily Unavailable
841,Растительное масло горчичное,5108,298,Бакалея,Отличается высокой степенью адаптации к индивидуальным потребностям организма.,1995-02-07,1998-01-01,5.01,Cancelled
842,Сельдерей,807,619,Овощи,"Отличается высоким содержанием бета-каротина, необходимого для здоровья глаз и кожи.",2005-07-03,2009-01-01,1.27,Pending
843,Каша из дробленной гречки,526,352,Бакалея,Помогает улучшать качество сна и снижать уровень тревожности.,2021-01-12,2028-11-04,4.69,Returned
844,Полотенца банные,4682,609,Товары для дома,Помогает поддерживать нормальный обмен веществ и метаболизм.,2002-06-13,2021-12-03,0.57,In Stock
845,Моющее средство для посуды,6922,79,Товары для дома,"Отличается высоким содержанием холина, необходимого для здоровья мозга и памяти.",2021-02-05,2021-04-14,2.86,On Backorder
846,Малина,8532,600,Фрукты,"Помогает поддерживать нормальный уровень мелатонина, гормона сна.",2017-01-19,2027-05-18,1.21,Delivered
847,Пакеты для заморозки,7380,390,Товары для дома,Отличается хорошей совместимостью с другими продуктами питания.,1997-03-09,1999-02-01,1.39,Shipping
848,Пастернак,5843,66,Овощи,"Является источником антиоксидантов, замедляющих процессы старения.",2003-02-16,2019-02-06,4.52,Delivered
849,Пакеты для Дня Земли,4985,14,Товары для дома,Отличается высокой степенью адаптации к индивидуальным потребностям организма.,2002-03-02,2004-10-05,4.29,Available for Pickup
850,Тмин молотый,4718,936,Бакалея,"Легко усваивается организмом, обеспечивая быстрое насыщение и энергию.",2018-05-02,2021-09-15,3.88,Awaiting Payment
851,Черешня,1897,194,Фрукты,Помогает поддерживать здоровый цвет лица и упругость кожи.,1999-01-08,2017-03-08,1.02,Pending
852,Контейнеры для хранения продуктов,5047,191,Товары для дома,"Отличается высоким содержанием витамина E, необходимого для защиты клеточных мембран.",2007-01-06,2011-07-05,0.73,New
853,Камамбер,709,755,Молочные продукты,Способствует улучшению работы пищеварительной системы.,2001-02-19,2027-05-08,0.31,New
854,Фенхель,7044,508,Овощи,Помогает поддерживать нормальный уровень холестерина в крови.,2018-02-07,2025-01-11,1.0,Available for Pickup
855,Батат,6994,209,Овощи,Может использоваться в вегетарианской диете как источник белка.,1990-02-09,2020-01-15,3.77,Cancelled
856,Спаржа,3917,774,Овощи,Прошел проверку на соответствие экологическим нормам и стандартам.,2013-11-03,2020-03-09,2.3,In Stock
857,Лимонад классический,3603,105,Напитки,Отличается высокой степенью адаптации к индивидуальным потребностям организма.,1996-02-25,2023-05-04,1.04,In Stock
858,Биточки,620,391,Мясо,"Помогает поддерживать нормальный уровень кумаринов, веществ, обладающих антикоагулянтными свойствами.",1995-07-04,2027-08-08,3.26,Out of Stock
859,Артек,564,339,Напитки,"Отличается высоким содержанием кемпферола, флавоноида, полезного для здоровья сердца и сосудов.",2020-02-12,2026-03-10,3.22,Sold
860,Каша из дробленной ржаной крупы,4436,924,Бакалея,"Помогает поддерживать нормальный уровень глутатиона, главного антиоксиданта организма.",2015-04-27,2022-06-20,0.13,Awaiting Review
861,Тушенка,801,271,Мясо,"Может использоваться как основа для приготовления домашних йогуртов, сыров и других молочных продуктов.",2014-04-07,2019-01-14,2.27,Pending
862,Катык,8643,333,Молочные продукты,Отличается высокой питательной ценностью и помогает поддерживать здоровый образ жизни.,1993-02-01,2023-01-01,4.35,On Backorder
